ISBN|DNBID|DNBURI|OCLC|GND|DDC|TOC|AUTHORID|SACHGRUPPEN

9783862340477|['1052047815']|['http://d-nb.info/1052047815']|['(OColc)882496203']|[]|[]|[]|[]|['300 Sozialwissenschaften, Soziologie, Anthropologie']

9783899719628|['101917742X']|['http://d-nb.info/101917742X']|['(OColc)797182751']|['118588095', '4115716-3']|['282.092']|['101917742X/04']|[]|['230 Theologie, Christentum ; 100 Philosophie ; 940 Geschichte Europas']

9783899718713|['1011523116']|['http://d-nb.info/1011523116']|['(OColc)725273138']|['4058449-5', '4024596-2', '4005248-5']|['303.309496']|['1011523116/04']|[]|['300 Sozialwissenschaften, Soziologie, Anthropologie ; 940 Geschichte Europas']

9783899716313|['1004111479']|['http://d-nb.info/1004111479']|['(OColc)672396102']|['4072885-7', '4002053-8']|['327.1019']|['1004111479/04']|[]|['320 Politik']

9783899714180|['985290323']|['http://d-nb.info/985290323']|['(OColc)728273000']|['4011882-4', '4114041-2', '4145176-4', '4068999-2', '4078704-7']|['347.4306', '347.7306']|['985290323/04']|['133976432']|['340 Recht']

9783899717921|['100018336X']|['http://d-nb.info/100018336X']|['(OColc)724106813']|['4417810-4', '4071061-0', '4070334-4', '4113292-0', '4015961-9', '4200793-8', '4417810-4', '4015959-0']|['830.99206914']|['100018336X/04']|['128392886']|['830 Deutsche Literatur']

1021172820|['1021172820']|['http://d-nb.info/1021172820']|['(OColc)812408994']|[]|[]|['1021172820/04']|[]|[]

9783862349968|['1052128394']|['http://d-nb.info/1052128394']|['(OColc)847033596']|['4308416-3', '4020533-2', '4210408-7', '4020526-5']|['907.1']|[]|['130618179']|['900 Geschichte']

9783899719789|['1020034122']|['http://d-nb.info/1020034122']|['(OColc)802702017']|['4003939-0', '4135952-5', '4200793-8', '4020531-9']|['907.2']|['1020034122/04']|[]|['900 Geschichte ; 800 Literatur, Rhetorik, Literaturwissenschaft']

9783899714791|['988534630']|['http://d-nb.info/988534630']|['(OColc)244024202']|['4293730-9', '4006862-6', '4634180-8', '4388243-2']|['632.96']|['988534630/04']|['135612985']|['630 Landwirtschaft, Veterinärmedizin']

9783862340910|['1052091857']|['http://d-nb.info/1052091857']|['(OColc)882501254']|['118559230', '4099250-0', '4138616-4', '4619771-0', '4519498-1', '118518801', '4126746-1', '4138616-4', '4056449-6', '118519859', '4409833-9', '4138616-4', '4056449-6', '4619771-0']|['833.91209384']|[]|['130187852']|['830 Deutsche Literatur']

9783899711790|['97167681X']|['http://d-nb.info/97167681X']|['(OColc)249765196']|['4028859-6', '4167050-4', '4510173-5', '4519498-1']|[]|['97167681X/04']|[]|['300 Sozialwissenschaften, Soziologie, Anthropologie']

9783899713336|['980622883']|['http://d-nb.info/980622883']|['(OColc)180938964']|['4011882-4', '4677847-0', '4186613-7', '4177251-9', '4194193-7', '4131753-1', '4948637-8']|[]|['980622883/04']|['132078066']|['340 Recht']

9783899713251|['980841232']|['http://d-nb.info/980841232']|['(OColc)219510904']|['4076899-5', '4033552-5', '4011882-4', '4011882-4', '4020531-9', '4051053-0']|[]|['980841232/04']|[]|['940 Geschichte Europas ; 943 Geschichte Deutschlands']

9783899715651|['994034679']|['http://d-nb.info/994034679']|['(OColc)552037405']|['4074972-1', '115658793']|['241.042']|['994034679/04']|[]|['230 Theologie, Christentum ; 100 Philosophie']

9783899717280|['994942621']|['http://d-nb.info/994942621']|['(OColc)472486065']|['118514253', '4098323-7']|['780.92']|['994942621/04']|['104869410']|['780 Musik']

9783899717600|['996984038']|['http://d-nb.info/996984038']|['(OColc)762130295']|['4011882-4', '4038243-6', '4003157-3', '4044903-8', '4020775-4', '4046590-1', '4058171-8']|['306.4610943']|['996984038/04']|['132554887']|['300 Sozialwissenschaften, Soziologie, Anthropologie ; 360 Soziale Probleme, Sozialdienste, Versicherungen ; 610 Medizin, Gesundheit']

9783899718911|['1013578414']|['http://d-nb.info/1013578414']|['(OColc)779548530']|['119391988', '7855838-4', '119391988', '7855839-6', '4136710-8']|['751.620945']|['1013578414/04']|['12303678X']|['750 Malerei']

9783862340132|['1052082165']|['http://d-nb.info/1052082165']|['(OColc)882500054']|['118696459', '118696459', '4015950-4', '118696459', '4059758-1']|[]|[]|['129452858']|['230 Theologie, Christentum']

9783899711684|['971445699']|['http://d-nb.info/971445699']|['(OColc)615322289']|['4065783-8', '4121347-6', '4065783-8', '4063317-2', '4043774-7']|[]|['971445699/04']|['129324159']|['340 Recht ; 943 Geschichte Deutschlands']

9783899715163|['990231631']|['http://d-nb.info/990231631']|['(OColc)748683658']|[]|[]|['990231631/04']|[]|[]

9783862341030|['1052112730']|['http://d-nb.info/1052112730']|['(OColc)852515413']|['4066640-2', '4040802-4']|['780.9431867']|[]|['141202300']|['780 Musik']

9783899719963|['1021800244']|['http://d-nb.info/1021800244']|['(OColc)863644557']|['4308416-3', '4020533-2', '4210408-7', '4020526-5']|['907.1']|['1021800244/04']|['130618179']|['900 Geschichte']

9783899711608|['970515324']|['http://d-nb.info/970515324']|['(OColc)249178192']|['4011882-4', '4131385-9', '4116552-4']|[]|['970515324/04']|[]|['340 Recht']

9783862340590|['1052091938']|['http://d-nb.info/1052091938']|['(OColc)882501267']|['4113292-0', '4050479-7', '4124639-1']|['833.912093243155']|[]|[]|['830 Deutsche Literatur']

9783899716177|['993078176']|['http://d-nb.info/993078176']|[]|[]|[]|[]|[]|[]

9783899711912|['972694838']|['http://d-nb.info/972694838']|['(OColc)723435937']|['118642499', '4173916-4', '4077548-3', '4056883-0', '4076374-2']|[]|[]|[]|['940 Geschichte Europas ; 320 Politik']

9783862340347|['1052047866']|['http://d-nb.info/1052047866']|['(OColc)882496263']|['4131753-1', '4014718-6', '4201190-5', '4267736-1']|['343.24092']|[]|['10152857']|['340 Recht']

3899711319|['969135912']|['http://d-nb.info/969135912']|['(OColc)249343201']|['4753483-7', '4195342-3', '4753483-7', '4017871-7']|[]|[]|['128433078']|['12 Christliche Religion ; 13 Allgemeine und Vergleichende Religionswissenschaft, Nichtchristliche Religionen ; 58 Sprach- und Literaturwissenschaft sonstiger Sprachen']

9783862340613|['1052113648']|['http://d-nb.info/1052113648']|['(OColc)882502187']|['4042530-7', '4020533-2', '4053458-3', '4041282-9', '4214151-5']|['907.1248']|[]|[]|['900 Geschichte']

9783899711202|['967311144']|['http://d-nb.info/967311144']|['(OColc)248859579']|['4003873-7', '4077570-7']|[]|[]|[]|['360 Soziale Probleme, Sozialdienste, Versicherungen']

9783899711752|['971585350']|['http://d-nb.info/971585350']|['(OColc)237870997']|['118795155']|[]|[]|['129248398']|['943 Geschichte Deutschlands']

9783899719772|['102167737X']|['http://d-nb.info/102167737X']|['(OColc)839919713']|['123417910']|['852.4']|['102167737X/04']|['108030768']|['850 Italienische, rumänische, rätoromanische Literatur']

9783862348718|['1052119832']|['http://d-nb.info/1052119832']|['(OColc)882502777']|['4058449-5', '4024596-2', '4005248-5']|['303.309496']|[]|[]|['300 Sozialwissenschaften, Soziologie, Anthropologie']

9783862340880|['1052091636']|['http://d-nb.info/1052091636']|['(OColc)882501075']|['10071584-9']|['300.7209435518']|[]|[]|['300 Sozialwissenschaften, Soziologie, Anthropologie ; 370 Erziehung, Schul- und Bildungswesen']

9783899713091|['979334225']|['http://d-nb.info/979334225']|['(OColc)237019745']|['4068754-5', '4045791-6', '4045797-7', '4068754-5', '4045791-6', '4112508-3', '4093976-5', '4045791-6', '4209128-7', '4076778-4', '4045791-6', '4034666-3']|['180.712']|['979334225/04']|[]|['100 Philosophie ; 370 Erziehung, Schul- und Bildungswesen ; 480 Griechisch']

9783899716290|['993128432']|['http://d-nb.info/993128432']|[]|[]|[]|[]|[]|['100 Philosophie']

9783899717822|['998579343']|['http://d-nb.info/998579343']|['(OColc)664393110']|['119209101', '4036774-5']|['861.64']|['998579343/04']|['142228648']|['860 Spanische und portugiesische Literatur']

9783899719437|['1018012605']|['http://d-nb.info/1018012605']|['(OColc)794509949']|['120140721']|['838.9109']|['1018012605/04']|['1016179464']|['830 Deutsche Literatur']

9783899716108|['993078028']|['http://d-nb.info/993078028']|[]|[]|[]|[]|[]|['220 Bibel']

9783899712797|['976946637']|['http://d-nb.info/976946637']|['(OColc)723570845']|['7572994-5']|['728.8209435912']|['976946637/04']|[]|['720 Architektur']

9783862347964|['1052091784']|['http://d-nb.info/1052091784']|['(OColc)882501259']|['4011882-4', '4040949-1', '4030550-8', '4124481-3', '7748176-8', '4019604-5', '4238115-0']|['362.1982']|[]|['1011754304']|['360 Soziale Probleme, Sozialdienste, Versicherungen ; 610 Medizin, Gesundheit']

9783899716665|['993128696']|['http://d-nb.info/993128696']|[]|[]|[]|[]|[]|['900 Geschichte']

9783899719536|['1051398770']|['http://d-nb.info/1051398770']|['(OColc)881095260']|[]|[]|[]|[]|['780 Musik']

9783899712315|['974456128']|['http://d-nb.info/974456128']|['(OColc)255069313']|['4121260-5', '4073438-9', '4030726-8', '4015833-0', '4164949-7']|[]|[]|['124401457']|['230 Theologie, Christentum ; 300 Sozialwissenschaften, Soziologie, Anthropologie']

9783899714913|['988889064']|['http://d-nb.info/988889064']|['(OColc)255068255']|['4123440-6', '4192352-2', '4519498-1', '4040843-7', '12469733']|['370.117']|['988889064/04']|[]|['370 Erziehung, Schul- und Bildungswesen ; 200 Religion, Religionsphilosophie ; 780 Musik']

9783899718003|['1008206970']|['http://d-nb.info/1008206970']|['(OColc)724584441']|['11855123']|['943.086092']|['1008206970/04']|['143992775']|['943 Geschichte Deutschlands']

9783862340293|['1052046592']|['http://d-nb.info/1052046592']|['(OColc)882496184']|['4113292-0', '4131821-3', '4025898-1', '4059664-3']|[]|[]|['132184508']|['070 Nachrichtenmedien, Journalismus, Verlagswesen ; 430 Deutsch']

9783899712117|['973399732']|['http://d-nb.info/973399732']|['(OColc)614629039']|['4010074-1', '4245202-8', '4053474-1', '4157237-3', '4076308-0', '4018522-9', '4049412-3']|[]|['973399732/04']|[]|['230 Theologie, Christentum ; 300 Sozialwissenschaften, Soziologie, Anthropologie ; 370 Erziehung, Schul- und Bildungswesen']

9783899713671|['982622724']|['http://d-nb.info/982622724']|['(OColc)180723353']|['4074168-0', '4078637-7', '4126892-1', '4020463-7', '4115645-6', '4071034-8']|['373.130281']|['982622724/04']|['13265038X']|['370 Erziehung, Schul- und Bildungswesen']

9783899715002|['989217078']|['http://d-nb.info/989217078']|['(OColc)263414467']|['11863562', '4188478-4']|['155.89092']|['989217078/04']|[]|['150 Psychologie']

9783899712551|['975822675']|['http://d-nb.info/975822675']|[]|[]|[]|[]|[]|['900 Geschichte']

9783862340682|['1052113427']|['http://d-nb.info/1052113427']|[]|['4028808-0', '4028871-7']|['305.23088829609041']|[]|[]|['300 Sozialwissenschaften, Soziologie, Anthropologie']

9783862346417|['1052114156']|['http://d-nb.info/1052114156']|['(OColc)882502227']|['4093976-5', '4011882-4', '4053458-3', '4020533-2']|['907.12']|[]|['129512001']|['900 Geschichte']

9783899711721|['970885849']|['http://d-nb.info/970885849']|['(OColc)237849200']|['4011882-4', '4120730-0', '4015701-5', '4120730-0']|[]|['970885849/04']|['120144042']|['300 Sozialwissenschaften, Soziologie, Anthropologie']

9783899719086|['1014351413']|['http://d-nb.info/1014351413']|['(OColc)775695516']|['4045791-6', '11901047']|[]|['1014351413/04']|[]|['100 Philosophie']

9783862340866|['1052091679']|['http://d-nb.info/1052091679']|['(OColc)882501226']|['4232000-8']|['612.8']|[]|['109984234']|['610 Medizin, Gesundheit']

9783899715712|['992891019']|['http://d-nb.info/992891019']|['(OColc)434511447']|['4068754-5', '4195112-8', '4093976-5', '4195112-8', '4076778-4', '4195112-8']|['305.260938']|['992891019/04']|[]|['300 Sozialwissenschaften, Soziologie, Anthropologie ; 930 Alte Geschichte, Archäologie']

9783862340224|['1073820637']|['http://d-nb.info/1073820637']|[]|['4043912-4', '4116568-8', '4043912-4', '4197572-8', '2009545-4', '4172861-0', '4026140-2', '4159706-0']|[]|[]|['185980961']|['230 Theologie, Christentum']

9783899712766|['976919311']|['http://d-nb.info/976919311']|['(OColc)181494062']|['4011882-4', '4132330-0', '4040802-4', '4062127-3']|[]|['976919311/04']|['130854417']|['340 Recht']

9783899717075|['993813984']|['http://d-nb.info/993813984']|['(OColc)426147079']|['119064138', '4064035-8']|['540.92']|[]|['119064138']|['540 Chemie']

9783862347988|['1073820513']|['http://d-nb.info/1073820513']|[]|['118598546', '4070730-1', '4138445-3']|['262.0011092']|[]|['143800248']|['230 Theologie, Christentum']

9783899719819|['1020433337']|['http://d-nb.info/1020433337']|['(OColc)805591277']|['4018877-2', '4030005-5', '130386995', '4010141-1', '4035177-4', '4001875-1', '130386995']|['230.2']|['1020433337/04']|[]|['230 Theologie, Christentum ; 100 Philosophie']

9783899711400|['969505523']|['http://d-nb.info/969505523']|['(OColc)723090709']|['4011882-4', '4113361-4', '4168904-5', '4115712-6', '4018145-5', '4131753-1']|[]|[]|['128861401']|['340 Recht']

9783899712841|['977567567']|['http://d-nb.info/977567567']|['(OColc)181518807']|['4078541-5', '4003846-4', '4011882-4']|[]|[]|['131435639']|['940 Geschichte Europas ; 943 Geschichte Deutschlands']

9783862346318|['1052091105']|['http://d-nb.info/1052091105']|['(OColc)882501107']|['4072885-7', '4002053-8']|['327.1019']|[]|[]|['320 Politik']

9783862346363|['1052091970']|['http://d-nb.info/1052091970']|['(OColc)882501287']|['118555367', '4130545-0', '4050306-9', '4125424-7', '118555367', '4123811-4', '4126505-1']|['340.1092']|[]|['139485856']|['340 Recht']

9783862340545|['1052046886']|['http://d-nb.info/1052046886']|['(OColc)882496091']|['118583697', '4044302-4', '4049716-1', '131747045', '4049412-3']|['268.432']|[]|['135596629']|['230 Theologie, Christentum ; 370 Erziehung, Schul- und Bildungswesen']

9783899714654|['987919172']|['http://d-nb.info/987919172']|['(OColc)239512656']|['4496483-3', '4035964-5', '4125698-0']|['809.93353']|['987919172/04']|[]|['800 Literatur, Rhetorik, Literaturwissenschaft ; 900 Geschichte']

9783862340668|['1073820580']|['http://d-nb.info/1073820580']|[]|['4028966-7', '4328855-8', '4020533-2', '4180103-9', '4039967-9', '4328855-8', '4020533-2', '4180103-9']|['907.12497', '907.12476']|[]|[]|['900 Geschichte ; 370 Erziehung, Schul- und Bildungswesen']

9783899716818|['1007586044']|['http://d-nb.info/1007586044']|['(OColc)743768037']|['4131583-2', '4035964-5', '4066562-8', '4033187-8']|['809.387209']|['1007586044/04']|[]|['800 Literatur, Rhetorik, Literaturwissenschaft']

9783862349098|['1052138977']|['http://d-nb.info/1052138977']|['(OColc)882504046']|['118587668']|['838.609']|[]|[]|['830 Deutsche Literatur ; 943 Geschichte Deutschlands']

9783899715859|['993078117']|['http://d-nb.info/993078117']|[]|[]|[]|[]|[]|['940 Geschichte Europas']

9783899711066|['966147693']|['http://d-nb.info/966147693']|['(OColc)722904211']|['4011882-4', '4003920-1', '4042483-2', '4042483-2', '4013960-8', '4070334-4']|[]|[]|['122793382']|['300 Sozialwissenschaften, Soziologie, Anthropologie']

9783899714753|['98888447X']|['http://d-nb.info/98888447X']|['(OColc)723912477']|['2114189-7', '4020535-6']|['907.1143155', '378.43155']|['98888447X/04']|[]|['900 Geschichte ; 370 Erziehung, Schul- und Bildungswesen']

9783899718140|['1008312622']|['http://d-nb.info/1008312622']|['(OColc)724677877']|['4052141-2', '4047538-4']|['284.1435956']|['1008312622/04']|[]|['230 Theologie, Christentum']

9783899717303|['994959680']|['http://d-nb.info/994959680']|['(OColc)499081840']|['4011889-7', '4035964-5', '4041316-0', '4061672-1', '4011890-3', '4035964-5', '4041316-0', '4061672-1']|['833.093584053180904']|['994959680/04']|['131863126']|['830 Deutsche Literatur']

9783899719321|['1016586418']|['http://d-nb.info/1016586418']|['(OColc)779625760']|['4046049-6', '4018672-6', '4009799-7', '4018672-6']|['280.4', '296.833209033']|['1016586418/04']|['1019789484']|['230 Theologie, Christentum ; 290 Andere Religionen']

9783899714296|['986036943']|['http://d-nb.info/986036943']|['(OColc)246626924']|['4147562-8', '4049716-1', '4113716-4', '4159487-3']|['830.09', '841.0320901']|['986036943/04']|[]|['830 Deutsche Literatur ; 840 Französische Literatur']

9783899712124|['973399759']|['http://d-nb.info/973399759']|['(OColc)76644872']|['4151434-8', '4020754-7', '4151434-8', '4038270-9']|[]|[]|[]|['610 Medizin, Gesundheit ; 300 Sozialwissenschaften, Soziologie, Anthropologie']

9783899719444|['1021094706']|['http://d-nb.info/1021094706']|['(OColc)812612520']|['118641549', '4075949-0', '4113791-7', '4058333-8', '4328428-0', '4049386-6', '4010074-1']|['227.106']|['1021094706/04']|['1025437004']|['220 Bibel ; 480 Griechisch']

9783899713619|['982620144']|['http://d-nb.info/982620144']|['(OColc)237221350']|['4049396-9', '4038639-9', '4452586-2', '4125698-0', '4059766-0']|['202.2']|['982620144/04']|[]|['200 Religion, Religionsphilosophie']

9783899717747|['997985151']|['http://d-nb.info/997985151']|['(OColc)612336888']|['4121653-2', '4045660-2', '4171303-5', '7651115-7', '4202962-4']|[]|['997985151/04']|['1032416173']|['100 Philosophie']

9783899716955|['993612709']|['http://d-nb.info/993612709']|['(OColc)698851579']|['4050491-8', '4035964-5']|['809.9145']|['993612709/04']|[]|['800 Literatur, Rhetorik, Literaturwissenschaft ; 700 Künste, Bildende Kunst allgemein']

9783899717150|['994034121']|['http://d-nb.info/994034121']|['(OColc)455570734']|['4757299-1']|['616.51']|['994034121/04']|[]|['610 Medizin, Gesundheit']

9783899713398|['98273137X']|['http://d-nb.info/98273137X']|['(OColc)239472985']|['4015701-5', '4122349-4', '4071776-8', '133077888']|['940.2']|['98273137X/04']|[]|['940 Geschichte Europas ; 700 Künste, Bildende Kunst allgemein ; 800 Literatur, Rhetorik, Literaturwissenschaft']

9783899711653|['974097314']|['http://d-nb.info/974097314']|['(OColc)723347873']|['4153254-5']|[]|['974097314/04']|['105267066']|['230 Theologie, Christentum ; 370 Erziehung, Schul- und Bildungswesen']

9783899716207|['993128319']|['http://d-nb.info/993128319']|[]|[]|[]|[]|[]|['300 Sozialwissenschaften, Soziologie, Anthropologie']

9783862346660|['1052092047']|['http://d-nb.info/1052092047']|['(OColc)882501295']|['4394007-9', '4058171-8', '4200793-8', '4020531-9']|['909.826']|[]|[]|['900 Geschichte']

9783899715149|['990139603']|['http://d-nb.info/990139603']|['(OColc)297583052']|['4178936-2', '4024596-2', '4137492-7']|['940.1', '726.5']|['990139603/04']|[]|['940 Geschichte Europas ; 720 Architektur']

9783899714098|['985288620']|['http://d-nb.info/985288620']|['(OColc)184990523']|['4069422-7', '4150223-1', '4012040-5', '4136576-8', '4012040-5']|['616.8523075']|['985288620/04']|['133308154']|['610 Medizin, Gesundheit ; 150 Psychologie']

9783899712001|['972819924']|['http://d-nb.info/972819924']|['(OColc)253780234']|['4232000-8']|[]|[]|['109984234']|['150 Psychologie']

9783899712230|['974018503']|['http://d-nb.info/974018503']|['(OColc)640127231']|['4162051-3', '4017894-8', '4120509-1']|['304.82072']|['974018503/04']|[]|['300 Sozialwissenschaften, Soziologie, Anthropologie']

9783899719888|['1021194646']|['http://d-nb.info/1021194646']|['(OColc)859017457']|['4036034-9', '4449808-1']|['801.95']|['1021194646/04']|[]|['800 Literatur, Rhetorik, Literaturwissenschaft']

9783899713343|['980576172']|['http://d-nb.info/980576172']|[]|[]|[]|[]|[]|['330 Wirtschaft']

9783862349487|['1052123244']|['http://d-nb.info/1052123244']|['(OColc)882502996']|['118677888', '118544209', '4122399-8', '4149032-0', '4316989-2']|['149.092']|[]|['1018810889']|['100 Philosophie ; 300 Sozialwissenschaften, Soziologie, Anthropologie']

9783899717433|['99883422X']|['http://d-nb.info/99883422X']|['(OColc)499096557']|[]|[]|[]|['115501258']|['430 Deutsch']

9783899715675|['992703778']|['http://d-nb.info/992703778']|['(OColc)423881494']|['100521835', '4208209-2', '4215145-4']|['268.842092']|['992703778/04']|['124496148']|['230 Theologie, Christentum ; 370 Erziehung, Schul- und Bildungswesen']

9783899714807|['988705397']|['http://d-nb.info/988705397']|['(OColc)723869603']|['4015701-5', '4035964-5', '4193441-6', '4284381-9']|['809.93353']|['988705397/04']|[]|['800 Literatur, Rhetorik, Literaturwissenschaft']

9783899713749|['98293405X']|['http://d-nb.info/98293405X']|['(OColc)723707846']|['4011882-4', '4049688-0', '4200793-8']|['943.08', '943.074']|['98293405X/04']|['133520676']|['943 Geschichte Deutschlands']

9783862349326|['1052115187']|['http://d-nb.info/1052115187']|['(OColc)881835592']|['4046049-6', '4018672-6', '4009799-7', '4018672-6']|['280.4', '296.833209033']|[]|['1019789484']|['230 Theologie, Christentum ; 290 Andere Religionen']

9783899713022|['978702344']|['http://d-nb.info/978702344']|['(OColc)181548181']|['4186913-8', '4158015-1']|[]|[]|['107927373']|['400 Sprache, Linguistik']

9783862349456|['105212058X']|['http://d-nb.info/105212058X']|['(OColc)882502899']|['118523368']|['943.074092']|[]|[]|['943 Geschichte Deutschlands']

9783862340514|['1052047157']|['http://d-nb.info/1052047157']|['(OColc)882496141']|['4011882-4', '4337462-1', '7574511-2', '4131753-1', '4011882-4', '4164789-0', '7574511-2', '4131753-1']|['346.023', '346.24023']|[]|['133976203']|['340 Recht']

9783899719130|['1016523599']|['http://d-nb.info/1016523599']|['(OColc)782061733']|['4370345-8', '4114364-4', '4035964-5']|['870.9384']|[]|['101670416X']|['870 Lateinische Literatur']

9783862348626|['1052112587']|['http://d-nb.info/1052112587']|['(OColc)840869421']|['4046554-8', '4194747-2', '4129895-0', '4046554-8', '4012899-4']|['808.51', '809.2923']|[]|['13145580X']|['800 Literatur, Rhetorik, Literaturwissenschaft ; 400 Sprache, Linguistik']

9783862349715|['1052127231']|['http://d-nb.info/1052127231']|['(OColc)882503260']|['4027756-2', '4048737-4']|['349.4279']|[]|['120436574']|['340 Recht']

9783899715125|['99013962X']|['http://d-nb.info/99013962X']|['(OColc)298551446']|['118544489', '4063783-9', '4143388-9']|['780.78']|['99013962X/04']|['1020338393']|['780 Musik']

9783899714302|['98888755X']|['http://d-nb.info/98888755X']|['(OColc)311062323']|[]|[]|['98888755X/04']|[]|[]

9783899719147|['1021172782']|['http://d-nb.info/1021172782']|['(OColc)825767304']|['4123761-4', '4696474-5', '4300539-1']|[]|['1021172782/04']|[]|['320 Politik ; 300 Sozialwissenschaften, Soziologie, Anthropologie']

9783862346684|['1052114342']|['http://d-nb.info/1052114342']|['(OColc)882502274']|['4011882-4', '4014770-8', '4006308-2', '4778685-1', '4115712-6']|['346.43047', '346.42047']|[]|['143087320']|['340 Recht']

9783899719222|['1016145829']|['http://d-nb.info/1016145829']|['(OColc)794941993']|['4066399-1', '4020310-4', '4066439-9', '4071042-7', '4168346-8']|['241.644']|['1016145829/04']|['1022472410']|['230 Theologie, Christentum ; 330 Wirtschaft ; 100 Philosophie']

9783899717181|['994069618']|['http://d-nb.info/994069618']|['(OColc)640129644']|['118544489', '300064837']|['782.23']|['994069618/04']|[]|['780 Musik']

9783899718317|['1010076124']|['http://d-nb.info/1010076124']|['(OColc)724937791']|['4129772-6', '4016216-3']|['570.14']|['1010076124/04']|[]|['570 Biowissenschaften, Biologie ; 400 Sprache, Linguistik']

9783899715545|['995823456']|['http://d-nb.info/995823456']|['(OColc)502399752']|['4035964-5', '4200793-8', '4020526-5', '4204275-6']|['809.933582']|['995823456/04']|[]|['800 Literatur, Rhetorik, Literaturwissenschaft ; 700 Künste, Bildende Kunst allgemein ; 900 Geschichte']

9783899718867|['1012310957']|['http://d-nb.info/1012310957']|['(OColc)759533293']|['4042203-3', '4061728-2']|['346.492029']|['1012310957/04']|['1015697593']|['340 Recht']

9783899716399|['1052145078']|['http://d-nb.info/1052145078']|['(OColc)882504470']|['118593234', '4317742-6', '4399198-1', '4145195-8', '118593234', '4049716-1']|['851.1']|[]|[]|['850 Italienische, rumänische, rätoromanische Literatur']

9783899715620|['992869005']|['http://d-nb.info/992869005']|['(OColc)552140278']|['4039687-3', '4160341-2', '4202767-6', '4124854-5']|['833.20923']|['992869005/04']|[]|['830 Deutsche Literatur']

9783899717488|['99700732X']|['http://d-nb.info/99700732X']|['(OColc)492258853']|['4232000-8']|['612.8']|['99700732X/04']|['109984234']|['610 Medizin, Gesundheit']

9783862348978|['1052091350']|['http://d-nb.info/1052091350']|['(OColc)882501156']|['4011882-4', '4154353-1', '4128664-9', '4062127-3', '4074580-6', '4020564-2', '4045245-1']|['346.43048']|[]|['1015697178']|['340 Recht']

9783899712933|['978251490']|['http://d-nb.info/978251490']|['(OColc)180900778']|['4011882-4', '4336721-5']|[]|['978251490/04']|['108073920']|['340 Recht']

9783899711882|['971909598']|['http://d-nb.info/971909598']|['(OColc)237892271']|['4011882-4', '4016418-4', '4122853-4']|[]|['971909598/04']|[]|['360 Soziale Probleme, Sozialdienste, Versicherungen']

9783862341214|['1052091237']|['http://d-nb.info/1052091237']|['(OColc)882501108']|['4113292-0', '4035964-5', '7592632-5', '4011882-4', '4125858-7', '4033597-5']|['830.9357', '306.0943']|[]|[]|['830 Deutsche Literatur ; 300 Sozialwissenschaften, Soziologie, Anthropologie']

9783899717136|['993817815']|['http://d-nb.info/993817815']|['(OColc)444852491']|['4003217-6', '4045791-6', '4332682-1', '4032089-3']|[]|['993817815/04']|[]|['100 Philosophie ; 290 Andere Religionen']

9783899712384|['975604694']|['http://d-nb.info/975604694']|['(OColc)76774504']|['4011882-4', '4535279-3', '4026596-1']|[]|['975604694/04']|['130455415']|['340 Recht']

9783899713084|['979334977']|['http://d-nb.info/979334977']|['(OColc)180908439']|['4015701-5', '4049396-9', '4120730-0', '4015701-5', '4027743-4', '4127656-5', '4015701-5', '4040921-1', '4151434-8', '4354651-1', '4015701-5', '4040921-1', '4151434-8', '4000911-7', '4077570-7']|[]|['979334977/04']|[]|['200 Religion, Religionsphilosophie ; 290 Andere Religionen ; 300 Sozialwissenschaften, Soziologie, Anthropologie']

9783899716337|['100829067X']|['http://d-nb.info/100829067X']|[]|[]|[]|[]|[]|['400 Sprache, Linguistik']

9783899716443|['1052145248']|['http://d-nb.info/1052145248']|['(OColc)882504539']|['11855333', '4023277-3', '4234990-4']|['883.01']|[]|['1052167047']|['880 Griechische Literatur']

9783899712858|['978290720']|['http://d-nb.info/978290720']|['(OColc)181540062']|['4049396-9', '4020832-1', '4065455-2', '4020832-1']|[]|['978290720/04']|[]|['200 Religion, Religionsphilosophie']

9783899712544|['978839617']|['http://d-nb.info/978839617']|['(OColc)181551151']|['4027667-3', '4125621-9', '4048737-4']|[]|['978839617/04']|['131746146']|['340 Recht ; 940 Geschichte Europas']

9783862348305|['1052114326']|['http://d-nb.info/1052114326']|['(OColc)882502235']|['4011882-4', '4071675-2', '4017200-4', '4017211-9']|['343.43034']|[]|['1012485943']|['340 Recht']

9783899719581|['101904280X']|['http://d-nb.info/101904280X']|['(OColc)800496150']|['4054423-0', '4050306-9']|['340.54']|['101904280X/04']|['1021869511']|['340 Recht']

9783899713480|['982272251']|['http://d-nb.info/982272251']|['(OColc)180711848']|['4011890-3', '4035964-5', '4491434-9', '4075753-5', '4035964-5', '4200793-8', '4011890-3']|['830.9358']|['982272251/04']|[]|['830 Deutsche Literatur ; 890 Literatur in anderen Sprachen ; 940 Geschichte Europas']

9783862341177|['1052112803']|['http://d-nb.info/1052112803']|['(OColc)882502106']|['4011882-4', '4212696-4', '4048792-1', '4114116-7', '4139982-1', '7744778-5']|['340.10943']|[]|['114888019']|['340 Recht']

